Platform,Game,Entry
Facebook,Tottenham vs. Liverpool September 30,Vammooossssss #COYS
Facebook,Tottenham vs. Liverpool September 30,"We go on, any kind of win brings confidence"
Facebook,Tottenham vs. Liverpool September 30,Good job spurs
Facebook,Tottenham vs. Liverpool September 30,Congratulations
Facebook,Tottenham vs. Liverpool September 30,"I’m no  Totaham    fan but watching this lad right now, he’s such a fighter, make good runs and doesn’t give up on anything. Love this Team"
Facebook,Tottenham vs. Liverpool September 30,🙌🔥😍❤️❤️
Facebook,Tottenham vs. Liverpool September 30,Yes I love you coys ❤️🔥😊
Facebook,Tottenham vs. Liverpool September 30,Ismail Ahmed hhhhh
Facebook,Tottenham vs. Liverpool September 30,Much expected. We're staying top 2 the least to say. #Coys
Facebook,Tottenham vs. Liverpool September 30,Yesssss!
Facebook,Tottenham vs. Liverpool September 30,ရှက်စရာကြီး
Facebook,Tottenham vs. Liverpool September 30,Chúc mừng toàn đội 😍
Facebook,Tottenham vs. Liverpool September 30,والله فريق الحظ🖤
Facebook,Tottenham vs. Liverpool September 30,Spurs need 2 red cards and own goal to win the game...liverpool absolutely been robbed..daylight robbery
Facebook,Tottenham vs. Liverpool September 30,Que jogo !!! Meu SPURS tá demais !!!!
Facebook,Tottenham vs. Liverpool September 30,I said it🤍🤍🤍💃🏽💃🏽we got the three points🤍🥹. Very proud of this team😘. Tottenham is wayyyyy better than Liverpool🤍🤍💃🏽💃🏽Top 2 we are in!!!!🤍🔥
Facebook,Tottenham vs. Liverpool September 30,Da Ve But you still felt like a winner.
Facebook,Tottenham vs. Liverpool September 30,I hope this gonna be the happiest day of your life… That was a joke.. like your audi cup😅😅
Facebook,Tottenham vs. Liverpool September 30,Coys
Facebook,Tottenham vs. Liverpool September 30,How much did u paid referee this time lol? U gonna end as soon as possible in your natural place . Pathetic referee
Facebook,Tottenham vs. Liverpool September 30,"Carsten Pedersen Birger Sander Sørensen, tjaaa, 2-1 er jo nok"
Facebook,Tottenham vs. Liverpool September 30,"What a goal from Matip! His is far much better than Romero's last week. Big Ange, keep up tge good work."
Facebook,Tottenham vs. Liverpool September 30,🤍🤍🤍
Facebook,Tottenham vs. Liverpool September 30,"Unbelievele, Wahnsinn"
Facebook,Tottenham vs. Liverpool September 30,Congratulations Lads! 💥. What a play from Solomon
Facebook,Tottenham vs. Liverpool September 30,Massive win. Finally a win against Liverpool
Facebook,Tottenham vs. Liverpool September 30,"Spurs didn't deserve the points , simple as that"
Facebook,Tottenham vs. Liverpool September 30,"I'm beginning to love Spurs these days, maybe my girlfriend remains in CFC while I join Spurs...the problem now is that you ppl do not have any cup to drink from😂"
Facebook,Tottenham vs. Liverpool September 30,Adam Ferguson Stewart Campbell justice at last😂😩
Facebook,Tottenham vs. Liverpool September 30,♡♡♡   But man we need a deeper bench...
Facebook,Tottenham vs. Liverpool September 30,Kulusevski Back said it all
Facebook,Tottenham vs. Liverpool September 30,What' a game
Facebook,Tottenham vs. Liverpool September 30,"Yeah, a tad lucky 🍀 today, but a win, is a win. Well done SPURS, we are still unbeaten. COYS!"
Facebook,Tottenham vs. Liverpool September 30,Good game lads
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka yes
Facebook,Tottenham vs. Liverpool September 30,Zackie Jah Messenjah it was disallowed for offside 😅😅 was clearly offside
Facebook,Tottenham vs. Liverpool September 30,My new Team
Facebook,Tottenham vs. Liverpool September 30,Match of the season no doubt pure adrenaline
Facebook,Tottenham vs. Liverpool September 30,Forza ragazzi crediamoci un fan italiano io amo gli Spurs
Facebook,Tottenham vs. Liverpool September 30,Stupid Team 🖕
Facebook,Tottenham vs. Liverpool September 30,Matip mvp
Facebook,Tottenham vs. Liverpool September 30,No trophy again this season for you guys!!! You guys are just lucky winner.😂😂
Facebook,Tottenham vs. Liverpool September 30,Thank you Matip! Postage stamp accuracy 😂
Facebook,Tottenham vs. Liverpool September 30,Đau tim ❤️🇻🇳
Facebook,Tottenham vs. Liverpool September 30,شهدات حسين idiot
Facebook,Tottenham vs. Liverpool September 30,unstoppable 😀😀😀
Facebook,Tottenham vs. Liverpool September 30,🤍🤍👏👏🔥🔥
Facebook,Tottenham vs. Liverpool September 30,Vamos Tottenham Hotspur 💝🧠
Facebook,Tottenham vs. Liverpool September 30,Samson Arojo u should be shame
Facebook,Tottenham vs. Liverpool September 30,👑Madison 10 ❤️❤️❤️❤️
Facebook,Tottenham vs. Liverpool September 30,Tym cho anh Son
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka own goal must have surely made your team win before
Facebook,Tottenham vs. Liverpool September 30,"Come on you spurs, Jealous gets you nowhere lol"
Facebook,Tottenham vs. Liverpool September 30,Matip for Man of The Match! COYS!!!
Facebook,Tottenham vs. Liverpool September 30,Man Of The Match - Matip 💖
Facebook,Tottenham vs. Liverpool September 30,What a win
Facebook,Tottenham vs. Liverpool September 30,we are still unbeaten 💙🤍💙🤍💙
Facebook,Tottenham vs. Liverpool September 30,Best team lost♥️
Facebook,Tottenham vs. Liverpool September 30,Liverpool ❤️✌️
Facebook,Tottenham vs. Liverpool September 30,COYS
Facebook,Tottenham vs. Liverpool September 30,This match is proof that Richarlion needs a new striker
Facebook,Tottenham vs. Liverpool September 30,Good luck 🤞
Facebook,Tottenham vs. Liverpool September 30,Shame on you. Very dubious
Facebook,Tottenham vs. Liverpool September 30,"You needed Var,referee,2 players off,perfectly onside goal nullified and an own goal to win,says it all"
Facebook,Tottenham vs. Liverpool September 30,🤍
Facebook,Tottenham vs. Liverpool September 30,Makola Michael   34:73
Facebook,Tottenham vs. Liverpool September 30,Great performance and a bit of luck. We move⚪️
Facebook,Tottenham vs. Liverpool September 30,Peter Pink keep crying mate 😂
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka same for Arsenal last weekend
Facebook,Tottenham vs. Liverpool September 30,"Tonight's match's moral be like, if that's sure you can't win the match then buy the referee he'll decide everything 🤣😂🤣😂"
Facebook,Tottenham vs. Liverpool September 30,Till we meet again
Facebook,Tottenham vs. Liverpool September 30,COYS COYS COYS 💙
Facebook,Tottenham vs. Liverpool September 30,The world is happy came on spur 🙏
Facebook,Tottenham vs. Liverpool September 30,Only took a crooked ref and an own goal to beat 9 men! Soo powerful 🙄
Facebook,Tottenham vs. Liverpool September 30,"Joaquim Santos They parked the bus with an NBA team in the box. They were better with 9 than they were with 11.  It became impossible to actually attack, it was Sheffield United again."
Facebook,Tottenham vs. Liverpool September 30,IM LOVING BIG ANGE INSTEAD
Facebook,Tottenham vs. Liverpool September 30,Mark my word Tottenham gone a win league 👍👍
Facebook,Tottenham vs. Liverpool September 30,리버풀이 리버풀한테 졌다
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka that’s football ya knob!!
Facebook,Tottenham vs. Liverpool September 30,AJ Collins  we won by scoring 🤣 goals
Facebook,Tottenham vs. Liverpool September 30,COYS👍
Facebook,Tottenham vs. Liverpool September 30,Gooooooooooooool 💪💪💪💪💪
Facebook,Tottenham vs. Liverpool September 30,Valid disallowed goal an own winning goal against 9 man in the death at home ! You must be very bad at football motferFckrs
Facebook,Tottenham vs. Liverpool September 30,Da Ve go to hell
Facebook,Tottenham vs. Liverpool September 30,Tototo💪🔥🔥🔥🔥🤣
Facebook,Tottenham vs. Liverpool September 30,We've got our Tottenham back  Well done boys 🔥
Facebook,Tottenham vs. Liverpool September 30,They celebrated as if they won the league relax relax
Facebook,Tottenham vs. Liverpool September 30,We didn’t deserve that. Poor officiating and an own goal.
Facebook,Tottenham vs. Liverpool September 30,Josh Dunlop can’t watch it anymore chelsea has me breaking stuff every week
Facebook,Tottenham vs. Liverpool September 30,Come on you Spurs!
Facebook,Tottenham vs. Liverpool September 30,Nonses
Facebook,Tottenham vs. Liverpool September 30,"The  referee was definitely here on a mission against Liverpool, 2 red cards, with almost the entire Liverpool players on yellow card including Allison? Pathetic officiating."
Facebook,Tottenham vs. Liverpool September 30,"What a game, Tottenham Hotspur deserve 3 points."
Facebook,Tottenham vs. Liverpool September 30,"Micky Vit from what perspective??  Coz i dont see anything wrong with the first red card,i dont see anything wrong with Diaz goal,i saw a clear penalty for lfc"
Facebook,Tottenham vs. Liverpool September 30,You have the best manager and he has a heart of gold enjoy..
Facebook,Tottenham vs. Liverpool September 30,عشق والله عشق ❤️
Facebook,Tottenham vs. Liverpool September 30,"Sometimes all it takes is a dash of logic. “Hey, Son’s a great scorer. Let’s give him the ball more and see if we do better.” COYS"
Facebook,Tottenham vs. Liverpool September 30,🤍⚽
Facebook,Tottenham vs. Liverpool September 30,Joaquim Santos pressure paid off
Facebook,Tottenham vs. Liverpool September 30,"That was the first win in six years, the red card helps you 🤙"
Facebook,Tottenham vs. Liverpool September 30,Wow! 9 VS 12 on the field. This team sucks and don't deserve to be in the international cups in the Next season!
Facebook,Tottenham vs. Liverpool September 30,Lucky.... But not deserve
Facebook,Tottenham vs. Liverpool September 30,This coach is a beast
Facebook,Tottenham vs. Liverpool September 30,"Without son very poor attack, specially no one can shoot in the open chance."
Facebook,Tottenham vs. Liverpool September 30,King Von pfff. We will finish higher anyway
Facebook,Tottenham vs. Liverpool September 30,If you stop us scoring against you we make you score for us😂
Facebook,Tottenham vs. Liverpool September 30,Poor Match Levy out
Facebook,Tottenham vs. Liverpool September 30,NBA YoungBoy
Facebook,Tottenham vs. Liverpool September 30,Congratulations👏....my team✊
Facebook,Tottenham vs. Liverpool September 30,"Everyone can moan and say ""we should be winning againt 9 men"" but its harder to play against 9 men they just sit back and don't move. Can only play what's infront of you not are fault there players are dirty and get sent of"
Facebook,Tottenham vs. Liverpool September 30,Proud of a dirty and a disallowed  goal
Facebook,Tottenham vs. Liverpool September 30,Congratulations 🖤🤍🖤🤍🖤🤍🖤🤍🖤🤍🖤🤍🖤🤍🖤🤍
Facebook,Tottenham vs. Liverpool September 30,Have it!COYS👍💯
Facebook,Tottenham vs. Liverpool September 30,Congregation
Facebook,Tottenham vs. Liverpool September 30,"11 vs 9 men,but u need liverpool own goal to win??what a team,where your striker??"
Facebook,Tottenham vs. Liverpool September 30,❤️💙
Facebook,Tottenham vs. Liverpool September 30,We dare and Do Together At Spurs😭🤍
Facebook,Tottenham vs. Liverpool September 30,What a day
Facebook,Tottenham vs. Liverpool September 30,Trippie Redd
Facebook,Tottenham vs. Liverpool September 30,"Have spurs just won the league !!, needed help to beat 9 men having had 12 on the pitch .  Shame on spurs"
Facebook,Tottenham vs. Liverpool September 30,Thanks for saving the team (Me) from embarrassment   SPURS go Marching on surely!
Facebook,Tottenham vs. Liverpool September 30,"Nabin Jung Khadka yes, thats how own goals when you are drawing work 👏👏"
Facebook,Tottenham vs. Liverpool September 30,Bahati😂
Facebook,Tottenham vs. Liverpool September 30,"7 points against Man United, Arsenal and Liver!!! Unbelievable!!! The change from last season has been absolutely unbelievable 🙂"
Facebook,Tottenham vs. Liverpool September 30,شهدات حسين feck off moron
Facebook,Tottenham vs. Liverpool September 30,Full time?
Facebook,Tottenham vs. Liverpool September 30,Peter Pink and own goal
Facebook,Tottenham vs. Liverpool September 30,Harry Kane left and Tottenham are winning all their games?  🤔
Facebook,Tottenham vs. Liverpool September 30,Hoàng Minh Sang
Facebook,Tottenham vs. Liverpool September 30,Gav Cole👀
Facebook,Tottenham vs. Liverpool September 30,Klopp must be very bright 🥺
Facebook,Tottenham vs. Liverpool September 30,Referee in this game 😂😂🤡🤡🤡💩💩
Facebook,Tottenham vs. Liverpool September 30,yeeees❤️❤️❤️❤️😭
Facebook,Tottenham vs. Liverpool September 30,12 vs 9 men what a level. Ref is paid well to against LFC because no one couldn’t beat them even 11 vs 10 and he decided to take off one more lad
Facebook,Tottenham vs. Liverpool September 30,Congratulations to us
Facebook,Tottenham vs. Liverpool September 30,celebrating a 2-1 win with the help of an own gaol and against 9 men 😂the top 5 teams are safe 🤣pride of london
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka to much pressure 😀😀
Facebook,Tottenham vs. Liverpool September 30,"Dear dear, must try harder against a depleted opposition but glad we won 🤍"
Facebook,Tottenham vs. Liverpool September 30,Kings of comeback in the mood 😂😂
Facebook,Tottenham vs. Liverpool September 30,What a game sometime you need some lucky to win hard work isn't enough🤌
Facebook,Tottenham vs. Liverpool September 30,A lucky win.
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka Tototo💪🔥🔥🔥🔥🤣
Facebook,Tottenham vs. Liverpool September 30,https://youtu.be/1AFaxYIcgOE
Facebook,Tottenham vs. Liverpool September 30,The fat lady was singing her head off
Facebook,Tottenham vs. Liverpool September 30,Le championnat notre objectif 💙
Facebook,Tottenham vs. Liverpool September 30,COYS🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼☄️☄️☄️☄️🐐🐐🐐👑👑👑
Facebook,Tottenham vs. Liverpool September 30,Was worried...but a win is a win. COYS!
Facebook,Tottenham vs. Liverpool September 30,❤️‍🩹❤️‍🩹🤙
Facebook,Tottenham vs. Liverpool September 30,"Is anyone else thinking Deki needs to look at what happened when Pedro crossed the call rather than the constant cutting back inside that Deki does? I mean ffs, cross the ball the absolute nincompoop! 🤦🏻‍♂️"
Facebook,Tottenham vs. Liverpool September 30,Tottenham is a joy to watch nowadays ✨🔥🔥
Facebook,Tottenham vs. Liverpool September 30,who cares we love big ange
Facebook,Tottenham vs. Liverpool September 30,This match is proof that Richarlison needs a new striker. Lucky win match Tottenham Hotspur
Facebook,Tottenham vs. Liverpool September 30,Jamie David Hall robbed
Facebook,Tottenham vs. Liverpool September 30,The music at end great more of it and more noise from fans
